"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"carros.nlogo"
"densidad_flujo"
"10/26/2024 14:51:22:496 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-3","3"
"[run number]","velocidad-inicial","numero_de_carros","aceleracion","posicion-inicial","desaceleracion","[step]","metrica_flujo"
"122","aleatoria","13","0.0045","aleatoria","0.026","1150","11.545454545454545"
"120","aleatoria","12","0.0045","aleatoria","0.026","2250","11.409090909090908"
"118","aleatoria","12","0.0045","aleatoria","0.026","900","10.352941176470589"
"124","aleatoria","13","0.0045","aleatoria","0.026","200","6"
"123","aleatoria","13","0.0045","aleatoria","0.026","400","9"
"122","aleatoria","13","0.0045","aleatoria","0.026","1200","11.608695652173912"
"120","aleatoria","12","0.0045","aleatoria","0.026","2300","11.4"
"118","aleatoria","12","0.0045","aleatoria","0.026","950","10.38888888888889"
"123","aleatoria","13","0.0045","aleatoria","0.026","450","9.5"
"124","aleatoria","13","0.0045","aleatoria","0.026","250","7.25"
"122","aleatoria","13","0.0045","aleatoria","0.026","1250","11.666666666666666"
"120","aleatoria","12","0.0045","aleatoria","0.026","2350","11.41304347826087"
"118","aleatoria","12","0.0045","aleatoria","0.026","1000","10.473684210526315"
"123","aleatoria","13","0.0045","aleatoria","0.026","500","9.777777777777779"
"124","aleatoria","13","0.0045","aleatoria","0.026","300","8.4"
"122","aleatoria","13","0.0045","aleatoria","0.026","1300","11.68"
"120","aleatoria","12","0.0045","aleatoria","0.026","2400","11.425531914893616"
"118","aleatoria","12","0.0045","aleatoria","0.026","1050","10.55"
"123","aleatoria","13","0.0045","aleatoria","0.026","550","10.1"
"124","aleatoria","13","0.0045","aleatoria","0.026","350","9.166666666666666"
"122","aleatoria","13","0.0045","aleatoria","0.026","1350","11.73076923076923"
"120","aleatoria","12","0.0045","aleatoria","0.026","2450","11.4375"
"118","aleatoria","12","0.0045","aleatoria","0.026","1100","10.619047619047619"
"123","aleatoria","13","0.0045","aleatoria","0.026","600","10.363636363636363"
"124","aleatoria","13","0.0045","aleatoria","0.026","400","9.571428571428571"
"122","aleatoria","13","0.0045","aleatoria","0.026","1400","11.777777777777779"
"120","aleatoria","12","0.0045","aleatoria","0.026","2500","11.428571428571429"
"118","aleatoria","12","0.0045","aleatoria","0.026","1150","10.681818181818182"
"123","aleatoria","13","0.0045","aleatoria","0.026","650","10.5"
"124","aleatoria","13","0.0045","aleatoria","0.026","450","10"
"122","aleatoria","13","0.0045","aleatoria","0.026","1450","11.821428571428571"
"118","aleatoria","12","0.0045","aleatoria","0.026","1200","10.695652173913043"
"120","aleatoria","12","0.0045","aleatoria","0.026","2550","11.44"
"123","aleatoria","13","0.0045","aleatoria","0.026","700","10.692307692307692"
"124","aleatoria","13","0.0045","aleatoria","0.026","500","10.333333333333334"
"122","aleatoria","13","0.0045","aleatoria","0.026","1500","11.862068965517242"
"118","aleatoria","12","0.0045","aleatoria","0.026","1250","10.75"
"120","aleatoria","12","0.0045","aleatoria","0.026","2600","11.431372549019608"
"123","aleatoria","13","0.0045","aleatoria","0.026","750","10.857142857142858"
"124","aleatoria","13","0.0045","aleatoria","0.026","550","10.5"
"122","aleatoria","13","0.0045","aleatoria","0.026","1550","11.866666666666667"
"120","aleatoria","12","0.0045","aleatoria","0.026","2650","11.442307692307692"
"123","aleatoria","13","0.0045","aleatoria","0.026","800","11"
"124","aleatoria","13","0.0045","aleatoria","0.026","600","10.727272727272727"
"122","aleatoria","13","0.0045","aleatoria","0.026","1600","11.903225806451612"
"120","aleatoria","12","0.0045","aleatoria","0.026","2700","11.433962264150944"
"123","aleatoria","13","0.0045","aleatoria","0.026","850","11.0625"
"124","aleatoria","13","0.0045","aleatoria","0.026","650","10.916666666666666"
"122","aleatoria","13","0.0045","aleatoria","0.026","1650","11.9375"
"120","aleatoria","12","0.0045","aleatoria","0.026","2750","11.444444444444445"
"123","aleatoria","13","0.0045","aleatoria","0.026","900","11.176470588235293"
"124","aleatoria","13","0.0045","aleatoria","0.026","700","11"
"122","aleatoria","13","0.0045","aleatoria","0.026","1700","11.93939393939394"
"120","aleatoria","12","0.0045","aleatoria","0.026","2800","11.454545454545455"
"123","aleatoria","13","0.0045","aleatoria","0.026","950","11.277777777777779"
"124","aleatoria","13","0.0045","aleatoria","0.026","750","11.142857142857142"
"120","aleatoria","12","0.0045","aleatoria","0.026","2850","11.464285714285714"
"122","aleatoria","13","0.0045","aleatoria","0.026","1750","11.970588235294118"
"123","aleatoria","13","0.0045","aleatoria","0.026","1000","11.368421052631579"
"124","aleatoria","13","0.0045","aleatoria","0.026","800","11.2"
"120","aleatoria","12","0.0045","aleatoria","0.026","2900","11.473684210526315"
"122","aleatoria","13","0.0045","aleatoria","0.026","1800","11.971428571428572"
"121","aleatoria","13","0.0045","aleatoria","0.026","900","11.235294117647058"
"123","aleatoria","13","0.0045","aleatoria","0.026","1050","11.45"
"124","aleatoria","13","0.0045","aleatoria","0.026","850","11.3125"
"120","aleatoria","12","0.0045","aleatoria","0.026","2950","11.46551724137931"
"122","aleatoria","13","0.0045","aleatoria","0.026","1850","12"
"121","aleatoria","13","0.0045","aleatoria","0.026","950","11.277777777777779"
"123","aleatoria","13","0.0045","aleatoria","0.026","1100","11.476190476190476"
"124","aleatoria","13","0.0045","aleatoria","0.026","900","11.411764705882353"
"120","aleatoria","12","0.0045","aleatoria","0.026","3000","11.474576271186441"
"122","aleatoria","13","0.0045","aleatoria","0.026","1900","12.027027027027026"
"121","aleatoria","13","0.0045","aleatoria","0.026","1000","11.368421052631579"
"125","aleatoria","13","0.0045","aleatoria","0.026","0","0"
"123","aleatoria","13","0.0045","aleatoria","0.026","1150","11.545454545454545"
"124","aleatoria","13","0.0045","aleatoria","0.026","950","11.444444444444445"
"122","aleatoria","13","0.0045","aleatoria","0.026","1950","12.026315789473685"
"121","aleatoria","13","0.0045","aleatoria","0.026","1050","11.45"
"125","aleatoria","13","0.0045","aleatoria","0.026","50","0"
"123","aleatoria","13","0.0045","aleatoria","0.026","1200","11.608695652173912"
"124","aleatoria","13","0.0045","aleatoria","0.026","1000","11.526315789473685"
"122","aleatoria","13","0.0045","aleatoria","0.026","2000","12.051282051282051"
"121","aleatoria","13","0.0045","aleatoria","0.026","1100","11.523809523809524"
"123","aleatoria","13","0.0045","aleatoria","0.026","1250","11.666666666666666"
"125","aleatoria","13","0.0045","aleatoria","0.026","100","8"
"124","aleatoria","13","0.0045","aleatoria","0.026","1050","11.55"
"122","aleatoria","13","0.0045","aleatoria","0.026","2050","12.075"
"121","aleatoria","13","0.0045","aleatoria","0.026","1150","11.545454545454545"
"123","aleatoria","13","0.0045","aleatoria","0.026","1300","11.68"
"125","aleatoria","13","0.0045","aleatoria","0.026","150","5.5"
"124","aleatoria","13","0.0045","aleatoria","0.026","1100","11.619047619047619"
"122","aleatoria","13","0.0045","aleatoria","0.026","2100","12.073170731707316"
"121","aleatoria","13","0.0045","aleatoria","0.026","1200","11.608695652173912"
"123","aleatoria","13","0.0045","aleatoria","0.026","1350","11.73076923076923"
"125","aleatoria","13","0.0045","aleatoria","0.026","200","7.666666666666667"
"124","aleatoria","13","0.0045","aleatoria","0.026","1150","11.681818181818182"
"122","aleatoria","13","0.0045","aleatoria","0.026","2150","12.095238095238095"
"121","aleatoria","13","0.0045","aleatoria","0.026","1250","11.666666666666666"
"123","aleatoria","13","0.0045","aleatoria","0.026","1400","11.777777777777779"
"125","aleatoria","13","0.0045","aleatoria","0.026","250","8.25"
"124","aleatoria","13","0.0045","aleatoria","0.026","1200","11.73913043478261"
"122","aleatoria","13","0.0045","aleatoria","0.026","2200","12.116279069767442"
"121","aleatoria","13","0.0045","aleatoria","0.026","1300","11.72"
"123","aleatoria","13","0.0045","aleatoria","0.026","1450","11.821428571428571"
"125","aleatoria","13","0.0045","aleatoria","0.026","300","9"
"124","aleatoria","13","0.0045","aleatoria","0.026","1250","11.791666666666666"
"121","aleatoria","13","0.0045","aleatoria","0.026","1350","11.73076923076923"
"122","aleatoria","13","0.0045","aleatoria","0.026","2250","12.136363636363637"
"123","aleatoria","13","0.0045","aleatoria","0.026","1500","11.862068965517242"
"125","aleatoria","13","0.0045","aleatoria","0.026","350","9.666666666666666"
"124","aleatoria","13","0.0045","aleatoria","0.026","1300","11.84"
"122","aleatoria","13","0.0045","aleatoria","0.026","2300","12.133333333333333"
"121","aleatoria","13","0.0045","aleatoria","0.026","1400","11.777777777777779"
"123","aleatoria","13","0.0045","aleatoria","0.026","1550","11.866666666666667"
"125","aleatoria","13","0.0045","aleatoria","0.026","400","10.142857142857142"
"124","aleatoria","13","0.0045","aleatoria","0.026","1350","11.884615384615385"
"122","aleatoria","13","0.0045","aleatoria","0.026","2350","12.152173913043478"
"121","aleatoria","13","0.0045","aleatoria","0.026","1450","11.821428571428571"
"123","aleatoria","13","0.0045","aleatoria","0.026","1600","11.903225806451612"
"125","aleatoria","13","0.0045","aleatoria","0.026","450","10.375"
"124","aleatoria","13","0.0045","aleatoria","0.026","1400","11.925925925925926"
"122","aleatoria","13","0.0045","aleatoria","0.026","2400","12.170212765957446"
"121","aleatoria","13","0.0045","aleatoria","0.026","1500","11.862068965517242"
"123","aleatoria","13","0.0045","aleatoria","0.026","1650","11.9375"
"125","aleatoria","13","0.0045","aleatoria","0.026","500","10.666666666666666"
"124","aleatoria","13","0.0045","aleatoria","0.026","1450","11.928571428571429"
"122","aleatoria","13","0.0045","aleatoria","0.026","2450","12.166666666666666"
"121","aleatoria","13","0.0045","aleatoria","0.026","1550","11.9"
"125","aleatoria","13","0.0045","aleatoria","0.026","550","10.9"
"123","aleatoria","13","0.0045","aleatoria","0.026","1700","11.969696969696969"
"124","aleatoria","13","0.0045","aleatoria","0.026","1500","11.96551724137931"
"122","aleatoria","13","0.0045","aleatoria","0.026","2500","12.183673469387756"
"121","aleatoria","13","0.0045","aleatoria","0.026","1600","11.903225806451612"
"123","aleatoria","13","0.0045","aleatoria","0.026","1750","11.970588235294118"
"125","aleatoria","13","0.0045","aleatoria","0.026","600","11.090909090909092"
"124","aleatoria","13","0.0045","aleatoria","0.026","1550","12"
"122","aleatoria","13","0.0045","aleatoria","0.026","2550","12.2"
"121","aleatoria","13","0.0045","aleatoria","0.026","1650","11.9375"
"123","aleatoria","13","0.0045","aleatoria","0.026","1800","12"
"124","aleatoria","13","0.0045","aleatoria","0.026","1600","12"
"122","aleatoria","13","0.0045","aleatoria","0.026","2600","12.215686274509803"
"123","aleatoria","13","0.0045","aleatoria","0.026","1850","12.027777777777779"
"121","aleatoria","13","0.0045","aleatoria","0.026","1700","11.969696969696969"
"124","aleatoria","13","0.0045","aleatoria","0.026","1650","12.03125"
"122","aleatoria","13","0.0045","aleatoria","0.026","2650","12.23076923076923"
"123","aleatoria","13","0.0045","aleatoria","0.026","1900","12.054054054054054"
"121","aleatoria","13","0.0045","aleatoria","0.026","1750","12"
"122","aleatoria","13","0.0045","aleatoria","0.026","2700","12.226415094339623"
"121","aleatoria","13","0.0045","aleatoria","0.026","1800","12.028571428571428"
"123","aleatoria","13","0.0045","aleatoria","0.026","1950","12.078947368421053"
"122","aleatoria","13","0.0045","aleatoria","0.026","2750","12.24074074074074"
"121","aleatoria","13","0.0045","aleatoria","0.026","1850","12.055555555555555"
"123","aleatoria","13","0.0045","aleatoria","0.026","2000","12.076923076923077"
"122","aleatoria","13","0.0045","aleatoria","0.026","2800","12.254545454545454"
"122","aleatoria","13","0.0045","aleatoria","0.026","2850","12.267857142857142"
"122","aleatoria","13","0.0045","aleatoria","0.026","2900","12.263157894736842"
"122","aleatoria","13","0.0045","aleatoria","0.026","2950","12.275862068965518"
"122","aleatoria","13","0.0045","aleatoria","0.026","3000","12.288135593220339"
"126","aleatoria","13","0.0045","aleatoria","0.026","0","0"
"126","aleatoria","13","0.0045","aleatoria","0.026","50","0"
"126","aleatoria","13","0.0045","aleatoria","0.026","100","4"
"126","aleatoria","13","0.0045","aleatoria","0.026","150","6"
"126","aleatoria","13","0.0045","aleatoria","0.026","200","6.666666666666667"
"126","aleatoria","13","0.0045","aleatoria","0.026","250","7.5"
"126","aleatoria","13","0.0045","aleatoria","0.026","300","8"
"126","aleatoria","13","0.0045","aleatoria","0.026","350","8.833333333333334"
"126","aleatoria","13","0.0045","aleatoria","0.026","400","9.428571428571429"
"126","aleatoria","13","0.0045","aleatoria","0.026","450","9.875"
"126","aleatoria","13","0.0045","aleatoria","0.026","500","10.11111111111111"
"126","aleatoria","13","0.0045","aleatoria","0.026","550","10.4"
"126","aleatoria","13","0.0045","aleatoria","0.026","600","10.636363636363637"
"126","aleatoria","13","0.0045","aleatoria","0.026","650","10.75"
"126","aleatoria","13","0.0045","aleatoria","0.026","700","10.923076923076923"
"126","aleatoria","13","0.0045","aleatoria","0.026","750","11"
"121","aleatoria","13","0.0045","aleatoria","0.026","1900","12.08108108108108"
"124","aleatoria","13","0.0045","aleatoria","0.026","1700","12.06060606060606"
"123","aleatoria","13","0.0045","aleatoria","0.026","2050","12.1"
"125","aleatoria","13","0.0045","aleatoria","0.026","650","11.166666666666666"
"121","aleatoria","13","0.0045","aleatoria","0.026","1950","12.078947368421053"
"123","aleatoria","13","0.0045","aleatoria","0.026","2100","12.121951219512194"
"125","aleatoria","13","0.0045","aleatoria","0.026","700","11.307692307692308"
"121","aleatoria","13","0.0045","aleatoria","0.026","2000","12.102564102564102"
"123","aleatoria","13","0.0045","aleatoria","0.026","2150","12.142857142857142"
"125","aleatoria","13","0.0045","aleatoria","0.026","750","11.428571428571429"
"121","aleatoria","13","0.0045","aleatoria","0.026","2050","12.125"
"123","aleatoria","13","0.0045","aleatoria","0.026","2200","12.13953488372093"
"125","aleatoria","13","0.0045","aleatoria","0.026","800","11.533333333333333"
"121","aleatoria","13","0.0045","aleatoria","0.026","2100","12.121951219512194"
"123","aleatoria","13","0.0045","aleatoria","0.026","2250","12.159090909090908"
"125","aleatoria","13","0.0045","aleatoria","0.026","850","11.625"
"121","aleatoria","13","0.0045","aleatoria","0.026","2150","12.142857142857142"
"123","aleatoria","13","0.0045","aleatoria","0.026","2300","12.177777777777777"
"125","aleatoria","13","0.0045","aleatoria","0.026","900","11.647058823529411"
"121","aleatoria","13","0.0045","aleatoria","0.026","2200","12.162790697674419"
"123","aleatoria","13","0.0045","aleatoria","0.026","2350","12.195652173913043"
"125","aleatoria","13","0.0045","aleatoria","0.026","950","11.722222222222221"
"121","aleatoria","13","0.0045","aleatoria","0.026","2250","12.159090909090908"
"123","aleatoria","13","0.0045","aleatoria","0.026","2400","12.212765957446809"
"125","aleatoria","13","0.0045","aleatoria","0.026","1000","11.789473684210526"
"121","aleatoria","13","0.0045","aleatoria","0.026","2300","12.177777777777777"
"123","aleatoria","13","0.0045","aleatoria","0.026","2450","12.208333333333334"
"125","aleatoria","13","0.0045","aleatoria","0.026","1050","11.85"
"121","aleatoria","13","0.0045","aleatoria","0.026","2350","12.195652173913043"
"123","aleatoria","13","0.0045","aleatoria","0.026","2500","12.224489795918368"
"125","aleatoria","13","0.0045","aleatoria","0.026","1100","11.857142857142858"
"121","aleatoria","13","0.0045","aleatoria","0.026","2400","12.212765957446809"
"123","aleatoria","13","0.0045","aleatoria","0.026","2550","12.24"
"125","aleatoria","13","0.0045","aleatoria","0.026","1150","11.909090909090908"
"123","aleatoria","13","0.0045","aleatoria","0.026","2600","12.254901960784315"
"121","aleatoria","13","0.0045","aleatoria","0.026","2450","12.208333333333334"
"125","aleatoria","13","0.0045","aleatoria","0.026","1200","11.956521739130435"
"126","aleatoria","13","0.0045","aleatoria","0.026","800","11.133333333333333"
"118","aleatoria","12","0.0045","aleatoria","0.026","1300","10.8"
"121","aleatoria","13","0.0045","aleatoria","0.026","2500","12.224489795918368"
"123","aleatoria","13","0.0045","aleatoria","0.026","2650","12.25"
"125","aleatoria","13","0.0045","aleatoria","0.026","1250","12"
"126","aleatoria","13","0.0045","aleatoria","0.026","850","11.1875"
"118","aleatoria","12","0.0045","aleatoria","0.026","1350","10.846153846153847"
"121","aleatoria","13","0.0045","aleatoria","0.026","2550","12.22"
"125","aleatoria","13","0.0045","aleatoria","0.026","1300","12"
"126","aleatoria","13","0.0045","aleatoria","0.026","900","11.294117647058824"
"118","aleatoria","12","0.0045","aleatoria","0.026","1400","10.88888888888889"
"121","aleatoria","13","0.0045","aleatoria","0.026","2600","12.235294117647058"
"125","aleatoria","13","0.0045","aleatoria","0.026","1350","12.038461538461538"
"126","aleatoria","13","0.0045","aleatoria","0.026","950","11.38888888888889"
"118","aleatoria","12","0.0045","aleatoria","0.026","1450","10.892857142857142"
"121","aleatoria","13","0.0045","aleatoria","0.026","2650","12.25"
"125","aleatoria","13","0.0045","aleatoria","0.026","1400","12.074074074074074"
"126","aleatoria","13","0.0045","aleatoria","0.026","1000","11.421052631578947"
"121","aleatoria","13","0.0045","aleatoria","0.026","2700","12.264150943396226"
"126","aleatoria","13","0.0045","aleatoria","0.026","1050","11.5"
"124","aleatoria","13","0.0045","aleatoria","0.026","1750","12.088235294117647"
"123","aleatoria","13","0.0045","aleatoria","0.026","2700","12.264150943396226"
"123","aleatoria","13","0.0045","aleatoria","0.026","2750","12.25925925925926"
"123","aleatoria","13","0.0045","aleatoria","0.026","2800","12.272727272727273"
"123","aleatoria","13","0.0045","aleatoria","0.026","2850","12.285714285714286"
"123","aleatoria","13","0.0045","aleatoria","0.026","2900","12.280701754385966"
"123","aleatoria","13","0.0045","aleatoria","0.026","2950","12.293103448275861"
"123","aleatoria","13","0.0045","aleatoria","0.026","3000","12.305084745762711"
"127","aleatoria","13","0.0045","aleatoria","0.026","0","0"
"121","aleatoria","13","0.0045","aleatoria","0.026","2750","12.25925925925926"
"118","aleatoria","12","0.0045","aleatoria","0.026","1500","10.931034482758621"
"126","aleatoria","13","0.0045","aleatoria","0.026","1100","11.571428571428571"
"125","aleatoria","13","0.0045","aleatoria","0.026","1450","12.107142857142858"
"121","aleatoria","13","0.0045","aleatoria","0.026","2800","12.272727272727273"
"118","aleatoria","12","0.0045","aleatoria","0.026","1550","10.966666666666667"
"126","aleatoria","13","0.0045","aleatoria","0.026","1150","11.590909090909092"
"125","aleatoria","13","0.0045","aleatoria","0.026","1500","12.10344827586207"
"121","aleatoria","13","0.0045","aleatoria","0.026","2850","12.285714285714286"
"118","aleatoria","12","0.0045","aleatoria","0.026","1600","11"
"126","aleatoria","13","0.0045","aleatoria","0.026","1200","11.652173913043478"
"125","aleatoria","13","0.0045","aleatoria","0.026","1550","12.133333333333333"
"121","aleatoria","13","0.0045","aleatoria","0.026","2900","12.280701754385966"
"126","aleatoria","13","0.0045","aleatoria","0.026","1250","11.708333333333334"
"121","aleatoria","13","0.0045","aleatoria","0.026","2950","12.293103448275861"
"126","aleatoria","13","0.0045","aleatoria","0.026","1300","11.76"
"121","aleatoria","13","0.0045","aleatoria","0.026","3000","12.305084745762711"
"128","aleatoria","13","0.0045","aleatoria","0.026","0","0"
"126","aleatoria","13","0.0045","aleatoria","0.026","1350","11.76923076923077"
"126","aleatoria","13","0.0045","aleatoria","0.026","1400","11.814814814814815"
"126","aleatoria","13","0.0045","aleatoria","0.026","1450","11.857142857142858"
"126","aleatoria","13","0.0045","aleatoria","0.026","1500","11.862068965517242"
"126","aleatoria","13","0.0045","aleatoria","0.026","1550","11.9"
"126","aleatoria","13","0.0045","aleatoria","0.026","1600","11.935483870967742"
"126","aleatoria","13","0.0045","aleatoria","0.026","1650","11.9375"
"126","aleatoria","13","0.0045","aleatoria","0.026","1700","11.969696969696969"
"124","aleatoria","13","0.0045","aleatoria","0.026","1800","12.085714285714285"
"124","aleatoria","13","0.0045","aleatoria","0.026","1850","12.11111111111111"
"127","aleatoria","13","0.0045","aleatoria","0.026","50","0"
"118","aleatoria","12","0.0045","aleatoria","0.026","1650","11.03125"
"118","aleatoria","12","0.0045","aleatoria","0.026","1700","11.06060606060606"
"118","aleatoria","12","0.0045","aleatoria","0.026","1750","11.058823529411764"
"125","aleatoria","13","0.0045","aleatoria","0.026","1600","12.161290322580646"
"128","aleatoria","13","0.0045","aleatoria","0.026","50","0"
"128","aleatoria","13","0.0045","aleatoria","0.026","100","9"
"124","aleatoria","13","0.0045","aleatoria","0.026","1900","12.135135135135135"
"126","aleatoria","13","0.0045","aleatoria","0.026","1750","12"
"124","aleatoria","13","0.0045","aleatoria","0.026","1950","12.157894736842104"
"126","aleatoria","13","0.0045","aleatoria","0.026","1800","12.028571428571428"
"126","aleatoria","13","0.0045","aleatoria","0.026","1850","12.055555555555555"
"127","aleatoria","13","0.0045","aleatoria","0.026","100","4"
"127","aleatoria","13","0.0045","aleatoria","0.026","150","5.5"
"127","aleatoria","13","0.0045","aleatoria","0.026","200","6.666666666666667"
"127","aleatoria","13","0.0045","aleatoria","0.026","250","7.25"
"127","aleatoria","13","0.0045","aleatoria","0.026","300","8.4"
"118","aleatoria","12","0.0045","aleatoria","0.026","1800","11.085714285714285"
"118","aleatoria","12","0.0045","aleatoria","0.026","1850","11.11111111111111"
"118","aleatoria","12","0.0045","aleatoria","0.026","1900","11.135135135135135"
"118","aleatoria","12","0.0045","aleatoria","0.026","1950","11.157894736842104"
"125","aleatoria","13","0.0045","aleatoria","0.026","1650","12.1875"
"128","aleatoria","13","0.0045","aleatoria","0.026","150","7.5"
"125","aleatoria","13","0.0045","aleatoria","0.026","1700","12.212121212121213"
"125","aleatoria","13","0.0045","aleatoria","0.026","1750","12.205882352941176"
"124","aleatoria","13","0.0045","aleatoria","0.026","2000","12.153846153846153"
"124","aleatoria","13","0.0045","aleatoria","0.026","2050","12.175"
"124","aleatoria","13","0.0045","aleatoria","0.026","2100","12.195121951219512"
"124","aleatoria","13","0.0045","aleatoria","0.026","2150","12.214285714285714"
"124","aleatoria","13","0.0045","aleatoria","0.026","2200","12.232558139534884"
"124","aleatoria","13","0.0045","aleatoria","0.026","2250","12.227272727272727"
"124","aleatoria","13","0.0045","aleatoria","0.026","2300","12.244444444444444"
"124","aleatoria","13","0.0045","aleatoria","0.026","2350","12.26086956521739"
"124","aleatoria","13","0.0045","aleatoria","0.026","2400","12.27659574468085"
"124","aleatoria","13","0.0045","aleatoria","0.026","2450","12.291666666666666"
"124","aleatoria","13","0.0045","aleatoria","0.026","2500","12.285714285714286"
"127","aleatoria","13","0.0045","aleatoria","0.026","350","9.166666666666666"
"126","aleatoria","13","0.0045","aleatoria","0.026","1900","12.08108108108108"
"124","aleatoria","13","0.0045","aleatoria","0.026","2550","12.3"
"127","aleatoria","13","0.0045","aleatoria","0.026","400","9.714285714285714"
"124","aleatoria","13","0.0045","aleatoria","0.026","2600","12.313725490196079"
"118","aleatoria","12","0.0045","aleatoria","0.026","2000","11.179487179487179"
"124","aleatoria","13","0.0045","aleatoria","0.026","2650","12.326923076923077"
"118","aleatoria","12","0.0045","aleatoria","0.026","2050","11.175"
"128","aleatoria","13","0.0045","aleatoria","0.026","200","7.666666666666667"
"125","aleatoria","13","0.0045","aleatoria","0.026","1800","12.228571428571428"
"128","aleatoria","13","0.0045","aleatoria","0.026","250","8"
"128","aleatoria","13","0.0045","aleatoria","0.026","300","8.8"
"128","aleatoria","13","0.0045","aleatoria","0.026","350","9.5"
"128","aleatoria","13","0.0045","aleatoria","0.026","400","9.857142857142858"
"126","aleatoria","13","0.0045","aleatoria","0.026","1950","12.105263157894736"
"126","aleatoria","13","0.0045","aleatoria","0.026","2000","12.128205128205128"
"126","aleatoria","13","0.0045","aleatoria","0.026","2050","12.15"
"126","aleatoria","13","0.0045","aleatoria","0.026","2100","12.170731707317072"
"126","aleatoria","13","0.0045","aleatoria","0.026","2150","12.19047619047619"
"126","aleatoria","13","0.0045","aleatoria","0.026","2200","12.209302325581396"
"124","aleatoria","13","0.0045","aleatoria","0.026","2700","12.339622641509434"
"126","aleatoria","13","0.0045","aleatoria","0.026","2250","12.227272727272727"
"118","aleatoria","12","0.0045","aleatoria","0.026","2100","11.195121951219512"
"124","aleatoria","13","0.0045","aleatoria","0.026","2750","12.333333333333334"
"118","aleatoria","12","0.0045","aleatoria","0.026","2150","11.19047619047619"
"118","aleatoria","12","0.0045","aleatoria","0.026","2200","11.209302325581396"
"118","aleatoria","12","0.0045","aleatoria","0.026","2250","11.227272727272727"
"118","aleatoria","12","0.0045","aleatoria","0.026","2300","11.222222222222221"
"118","aleatoria","12","0.0045","aleatoria","0.026","2350","11.23913043478261"
"118","aleatoria","12","0.0045","aleatoria","0.026","2400","11.23404255319149"
"128","aleatoria","13","0.0045","aleatoria","0.026","450","10.25"
"125","aleatoria","13","0.0045","aleatoria","0.026","1850","12.25"
"128","aleatoria","13","0.0045","aleatoria","0.026","500","10.555555555555555"
"128","aleatoria","13","0.0045","aleatoria","0.026","550","10.7"
"127","aleatoria","13","0.0045","aleatoria","0.026","450","10.125"
"127","aleatoria","13","0.0045","aleatoria","0.026","500","10.333333333333334"
"127","aleatoria","13","0.0045","aleatoria","0.026","550","10.6"
"126","aleatoria","13","0.0045","aleatoria","0.026","2300","12.244444444444444"
"118","aleatoria","12","0.0045","aleatoria","0.026","2450","11.25"
"124","aleatoria","13","0.0045","aleatoria","0.026","2800","12.345454545454546"
"125","aleatoria","13","0.0045","aleatoria","0.026","1900","12.27027027027027"
"128","aleatoria","13","0.0045","aleatoria","0.026","600","10.909090909090908"
"128","aleatoria","13","0.0045","aleatoria","0.026","650","11"
"128","aleatoria","13","0.0045","aleatoria","0.026","700","11.153846153846153"
"128","aleatoria","13","0.0045","aleatoria","0.026","750","11.214285714285714"
"128","aleatoria","13","0.0045","aleatoria","0.026","800","11.333333333333334"
"128","aleatoria","13","0.0045","aleatoria","0.026","850","11.4375"
"128","aleatoria","13","0.0045","aleatoria","0.026","900","11.470588235294118"
"127","aleatoria","13","0.0045","aleatoria","0.026","600","10.818181818181818"
"127","aleatoria","13","0.0045","aleatoria","0.026","650","11"
"127","aleatoria","13","0.0045","aleatoria","0.026","700","11.153846153846153"
"125","aleatoria","13","0.0045","aleatoria","0.026","1950","12.289473684210526"
"124","aleatoria","13","0.0045","aleatoria","0.026","2850","12.357142857142858"
"126","aleatoria","13","0.0045","aleatoria","0.026","2350","12.26086956521739"
"128","aleatoria","13","0.0045","aleatoria","0.026","950","11.555555555555555"
"125","aleatoria","13","0.0045","aleatoria","0.026","2000","12.307692307692308"
"124","aleatoria","13","0.0045","aleatoria","0.026","2900","12.368421052631579"
"128","aleatoria","13","0.0045","aleatoria","0.026","1000","11.631578947368421"
"126","aleatoria","13","0.0045","aleatoria","0.026","2400","12.25531914893617"
"125","aleatoria","13","0.0045","aleatoria","0.026","2050","12.3"
"125","aleatoria","13","0.0045","aleatoria","0.026","2100","12.317073170731707"
"125","aleatoria","13","0.0045","aleatoria","0.026","2150","12.30952380952381"
"125","aleatoria","13","0.0045","aleatoria","0.026","2200","12.325581395348838"
"125","aleatoria","13","0.0045","aleatoria","0.026","2250","12.340909090909092"
"127","aleatoria","13","0.0045","aleatoria","0.026","750","11.285714285714286"
"127","aleatoria","13","0.0045","aleatoria","0.026","800","11.333333333333334"
"127","aleatoria","13","0.0045","aleatoria","0.026","850","11.4375"
"127","aleatoria","13","0.0045","aleatoria","0.026","900","11.470588235294118"
"128","aleatoria","13","0.0045","aleatoria","0.026","1050","11.65"
"118","aleatoria","12","0.0045","aleatoria","0.026","2500","11.26530612244898"
"126","aleatoria","13","0.0045","aleatoria","0.026","2450","12.270833333333334"
"128","aleatoria","13","0.0045","aleatoria","0.026","1100","11.714285714285714"
"126","aleatoria","13","0.0045","aleatoria","0.026","2500","12.285714285714286"
"128","aleatoria","13","0.0045","aleatoria","0.026","1150","11.772727272727273"
"128","aleatoria","13","0.0045","aleatoria","0.026","1200","11.782608695652174"
